run_id,rain_mult,imperv_mult,surf_n,infil_min,pipe_n,peak_discharge_cfs,total_flood_vol,num_flooded_nodes,continuity_error_pct,status
225,1.257516504114305,0.7905990806211036,0.015381925809206623,1.0660072084688792,0.012444302403789933,20.02,0.0,0,0.032,ok
226,1.3784009249452414,0.8373802487168371,0.024866382434695487,1.4833892544329907,0.017764886765027767,22.87,0.0,0,0.019,ok
227,0.8930906777797936,1.057046549336995,0.021851858476857014,0.9778508844517849,0.012760453951613508,18.54,0.0,0,0.031,ok
228,1.2258346596878904,0.7878550433504422,0.024458379437139285,1.3555184307188664,0.025462166692074482,18.38,0.0,1,0.005,ok
229,1.2386855269084145,1.2331014150643997,0.029779547201513976,1.156375353405465,0.019174064821257622,23.65,0.005,1,0.013,ok
230,1.2725697460862744,1.2269451174644095,0.017912348381147067,0.33375477598604164,0.016337714079495587,27.21,0.002,1,0.02,ok
231,1.2198919704317,1.0479366314783198,0.020917980287721703,0.8578346816868867,0.013858564292510894,25.16,0.0,0,0.03,ok
232,0.7703442586395521,0.736417290872241,0.019556721161938184,0.8557127975391241,0.013502419178076786,11.31,0.0,0,0.031,ok
233,0.9706227184422072,0.8646122504680599,0.01268952021288196,1.2134243203500474,0.026652475269057868,16.6,0.0,0,0.0,ok
234,1.118568829571298,1.1755146429326724,0.02782421682554569,0.1841182461481427,0.02500284121303315,18.71,0.008,1,0.004,ok
235,1.106799574419283,1.2550423844345713,0.02808601963507157,1.003464351272212,0.020644081585025467,22.16,0.004,1,0.01,ok
236,1.1483976147030859,1.1666573075823592,0.014074732670695783,1.493688755041436,0.02402733683256475,19.38,0.009,1,0.013,ok
237,1.388283027803509,1.102721792051831,0.0264663652386203,0.23230208735240726,0.02484516548662364,18.81,0.019,1,0.003,ok
238,0.771282032788478,1.2467284981879634,0.020808746800435943,0.20377077262709764,0.02373483135956658,18.37,0.0,0,0.014,ok
239,1.3620923189135437,1.2205350424945491,0.028949069192594386,0.7248616576132493,0.019560080445030336,23.24,0.012,1,0.018,ok
240,0.9470937269587045,0.8673389094778114,0.011614515216856126,1.4080394549619462,0.013050990044930101,16.56,0.0,0,0.032,ok
241,0.9655208653805664,0.9092781298570528,0.015161524701126354,0.9279454644995053,0.018318091068682037,17.45,0.0,0,0.028,ok
242,1.3355873434900274,1.0410080662184105,0.01850267352342018,0.1706824285055144,0.015169713523063184,27.67,0.0,0,0.024,ok
